PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WKA_NM,IA_AF_WK_CENT,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,PRE_OUTFIT_NOTE,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,GO_OUT_CHK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,YARD_IN_DT,CHECK_SIZE,CHECK_DAY_NIGHT,NOW_WORK,CHECK_WORK,CHECK_IN,CHECK_OUTFITTING,RANK
SN2599,A110P,7.900,5.300,11.500,26.000,3A,01,3A-01,기타이동,OB,BORING,20240503,20240528,20240423,생산2,3A4,1H64600,기계의장부기관2과,A110P,OU,올리기(BLOCK LIFT UP),20240604,20240604,20240329,생산2,3A4,1H64600,기계의장부기관2과,20240411,20240411,선행의장,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,7,20240604,1,0,STOCK,1,1,1,58
SN2466,E410S,14.400,16.100,5.200,36.000,OD,31,OD-31,부수이동,TO,SHOP OUT(검사/OUT),20240524,20240524,20240603,생산1,,,,E410S,O,선행의장(OUTFITTING),20240604,20240618,20240603,생산1,,,,,,,20240525.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,7,20240604,1,0,STOCK,1,1,1,59
SN2464,S100S,19.300,13.300,3.300,42.000,HA,08,HA-08,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240528,20240528,20240603,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),S100S,TK,YARD OUT,20240604,20240605,20240603,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),20240528,20240528,도장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,STOCK,1,1,1,60
SN2464,S100P,19.300,13.300,3.300,42.000,KA,02,KA-02,선행도장이동,TQ,도장 족장해체(PNT DESTAGING),20240528,20240528,20240603,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),S100P,TK,YARD OUT,20240604,20240605,20240603,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),20240528,20240528,도장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,STOCK,1,1,1,61
SN2464,S090S,19.900,13.300,5.400,41.000,KA,03,KA-03,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240524,20240524,20240531,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),S090S,TK,YARD OUT,20240604,20240605,20240531,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),20240523,20240523,도장,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,STOCK,1,1,1,62
SN2463,F630C,9.700,18.600,2.700,13.000,OFD,01,OFD-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240509,20240509,20240509,생산2,3K,1G43200,족장부족장2과,F630C,R,TURN OVER,20240604,20240604,20240509,생산2,3K,1G43200,족장부족장2과,20240509,20240509,도장,20240511.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,STOCK,1,1,1,63
SN2661,M230P,14.500,16.500,5.200,69.000,OD,13,OD-13,부수이동,A,대조립(ASSEMBLY),20240507,20240517,20240530,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,M230P,TO,SHOP OUT(검사/OUT),20240603,20240603,20240521,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,6,20240603,1,0,STOCK,1,1,1,64
SN2661,D171S,16.000,22.200,4.500,181.000,OFD,01,OFD-01,부수이동,M,중조(MID ASSEMBLY),20240507,20240514,20240517,생산2,51A,1H47200,판넬조립부중조립과,D171S,OP,내업의장,20240603,20240613,20240509,생산2,51A,1H47200,판넬조립부중조립과,20240513,20240514,조립,20240515.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,6,20240603,1,0,STOCK,1,1,1,65
SN2661,D171P,16.000,22.000,4.500,154.000,3J,02,3J-02,선행의장IN,M,중조(MID ASSEMBLY),20240507,20240516,20240517,생산2,51B,1H47200,판넬조립부중조립과,D171P,OP,내업의장,20240603,20240613,20240509,생산2,51B,1H47200,판넬조립부중조립과,,,,20240516.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,6,20240603,1,0,STOCK,1,1,1,66
SN2661,B140S,20.400,21.400,3.800,59.000,3R43,13,3R43-13,부수이동,A,대조립(ASSEMBLY),20240521,20240528,20240528,생산2,52B,1H46200,판넬조립부대조립과,B140S,OP,내업의장,20240531,20240605,20240521,생산2,52B,1H46200,판넬조립부대조립과,20240528,20240528,조립,20240528.0,20240603,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,2,6,20240603,1,0,STOCK,1,1,1,67
SN2637,S120S,20.100,18.100,5.400,58.000,PB01,01,PB01-01,부수이동,P,도장(Paint),20240517,20240527,20240607,생산1,H,1G57300,선행도장부선행도장2과,S120S,OT,계장 TUBING,20240603,20240603,20240523,생산1,H,1G57300,선행도장부선행도장2과,20240528,20240528,도장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,1,1,68
SN2637,E360C,10.100,4.900,1.800,9.000,GA,11,GA-11,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240524,20240524,20240530,생산2,3K,1G43200,족장부족장2과,E360C,TK,YARD OUT,20240603,20240604,20240530,생산2,3K,1G43200,족장부족장2과,20240523,20240523,도장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,1,1,69
SN2631,B18CS,5.700,5.500,3.100,7.000,GA,01,GA-01,부수이동,MP,선행중조,20240523,20240527,20240531,생산1,N5,1J92500,[가상]전략생산팀(가공그룹)조립3과,B184S,M,중조(MID ASSEMBLY),20240603,20240611,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,STOCK,1,1,1,70
SN2612,D370P,19.800,13.000,4.200,32.000,2P1,13,2P1-13,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240517,20240517,20240524,생산3,FP,1G43200,족장부족장2과,D370P,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240524,생산3,FP,1G43200,족장부족장2과,20240425,20240424,선행의장,20240525.0,,,T/O 완료,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,1,1,71
SN2610,M210S,10.200,19.600,3.600,54.000,SGH,01,SGH-01,부수이동,A,대조립(ASSEMBLY),20240510,20240523,20240523,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,M210S,O,선행의장(OUTFITTING),20240603,20240627,20240513,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,2,6,20240603,1,0,STOCK,1,1,1,72
SN2610,M210P,10.200,19.700,3.600,54.000,SGH,01,SGH-01,부수이동,A,대조립(ASSEMBLY),20240509,20240523,20240523,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,M210P,O,선행의장(OUTFITTING),20240603,20240627,20240513,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,2,6,20240603,1,0,STOCK,1,1,1,73
SN2608,F350C,9.000,5.000,3.800,3.000,2B7,46,2B7-46,선행도장이동,TQ,도장 족장해체(PNT DESTAGING),20240528,20240528,20240604,생산3,PT4,1G43200,족장부족장2과,F350C,R,TURN OVER,20240603,20240603,20240604,생산3,PT4,1G43200,족장부족장2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,1,1,74
SN2607,F11GC,13.900,31.700,15.600,0.000,3E,03,3E-03,부수이동,TH,PE 족장해체(PE DESTAGING),20240524,20240524,20240603,생산2,3E,1G43200,족장부족장2과,F11GC,E,탑재(ERECTION),20240603,20240603,20240603,생산2,3E,1G43200,족장부족장2과,,,,20240520.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,STOCK,1,1,1,75
SN2599,D361P,15.200,14.100,4.400,39.000,OA,08,OA-08,부수이동,M,중조(MID ASSEMBLY),20240516,20240523,20240521,생산1,N2,1J92300,[가상]전략생산팀(가공그룹)조립2과,D361P,OP,내업의장,20240603,20240610,20240514,생산1,N2,1J92300,[가상]전략생산팀(가공그룹)조립2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,2,6,20240603,1,0,STOCK,1,1,1,76
SN2465,S18BS,17.200,10.700,3.700,42.000,조립,62BAY,조립-62BAY,,MP,선행중조,20240517,20240528,,생산2,62A,1J46200,조립부조립2과,S181S,M,중조(MID ASSEMBLY),20240603,20240611,20240520,2,51A,1H47200,판넬조립부중조립과,20240528,20240528,조립,,,,,TB_EXCEL_READ_ASS_60BAY,사내,작업장,6,5,2024-05-28 17:32:54.377,False,0,0,6,20240603,1,0,STOCK,1,1,1,77
SN2464,S110S,18.200,23.700,5.400,39.000,3L,05,3L-05,부수이동,OA,AIR TEST,20240528,20240528,20240523,생산2,,,,S110S,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240523,생산2,,,,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,3,4,20240601,1,0,STOCK,1,1,1,78
SN2458,F250C,7.800,4.200,7.800,5.000,2B8,26,2B8-26,부수이동,OP,내업의장,20240524,20240524,20240520,생산3,FC4,1L82200,해)선행의장부선행의장3과,F250C,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240520,생산3,FC4,1L82200,해)선행의장부선행의장3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,STOCK,1,1,1,79
SN2456,C720S,1.800,23.000,0.700,11.000,2C9,08,2C9-08,부수이동,TI,YARD IN,20240528,20240528,20240529,생산2,,,,C720S,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240529,생산2,,,,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,3,4,20240601,1,0,STOCK,1,1,1,80
SN2456,C720P,1.800,22.000,0.700,11.000,2C9,08,2C9-08,부수이동,TI,YARD IN,20240528,20240528,20240529,생산2,,,,C720P,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240529,생산2,,,,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,3,4,20240601,1,0,STOCK,1,1,1,81
SN2661,M140S,12.000,14.200,8.000,43.000,OB,11,OB-11,부수이동,A,대조립(ASSEMBLY),20240503,20240520,20240530,생산1,M,1J92200,[가상]전략생산팀(가공그룹)조립1과,M140S,TO,SHOP OUT(검사/OUT),20240531,20240531,20240510,생산1,M,1J92200,[가상]전략생산팀(가공그룹)조립1과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,1,0,3,20240531,1,0,STOCK,1,1,1,82
SN2661,D42AS,16.600,6.500,5.200,26.000,PS3,12,PS3-12,부수이동,MP,선행중조,20240517,20240524,20240522,생산3,FH1,1L73200,조립부조립4과,D421S,M,중조(MID ASSEMBLY),20240531,20240613,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,1,0,STOCK,1,1,1,83
SN2661,D34AS,16.000,6.500,4.900,31.000,PS2,14,PS2-14,조립OUT,MP,선행중조,20240521,20240528,20240527,생산2,62A,1J46200,조립부조립2과,D341S,M,중조(MID ASSEMBLY),20240531,20240611,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,1,0,STOCK,1,1,1,84
SN2654,B110P,15.500,11.500,6.900,46.000,TO2D,01,TO2D-01,블록OUT,A,대조립(ASSEMBLY),20240514,20240528,20240522,생산1,M,1J92200,[가상]전략생산팀(가공그룹)조립1과,B110P,OP,내업의장,20240531,20240610,20240509,생산1,M,1J92200,[가상]전략생산팀(가공그룹)조립1과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,1,2,3,20240531,1,0,STOCK,1,1,1,85
SN2637,M610C,15.000,20.600,3.300,56.000,57D,04,57D-04,부수이동,O,선행의장(OUTFITTING),20240425,20240528,20240508,생산2,SGH,1H67400,선실부선실1과,M610C,R,TURN OVER,20240531,20240531,20240404,생산2,SGH,1H67400,선실부선실1과,,,,20240424.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,3,20240531,1,0,STOCK,1,1,1,86
SN2637,E380C,3.500,18.700,1.300,7.000,OB,16,OB-16,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240524,20240524,20240528,생산2,3K,1G43200,족장부족장2과,E380C,TK,YARD OUT,20240531,20240603,20240528,생산2,3K,1G43200,족장부족장2과,20240523,20240523,도장,20240525.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,3,0,3,20240531,1,0,STOCK,1,1,1,87
SN2637,E230S,17.000,12.400,4.300,27.000,KB,04,KB-04,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240528,20240528,20240527,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),E230S,TK,YARD OUT,20240531,20240603,20240527,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),20240527,20240527,도장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,3,20240531,1,0,STOCK,1,1,1,88
SN2637,D39AS,14.900,4.600,2.200,14.000,VB,15,VB-15,부수이동,MP,선행중조,20240508,20240516,20240528,생산1,N5,1J92500,[가상]전략생산팀(가공그룹)조립3과,D391S,M,중조(MID ASSEMBLY),20240531,20240610,,,,,,,,,20240517.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,1,0,STOCK,1,1,1,89
SN2631,M220S,11.700,17.500,3.600,36.000,OD,19,OD-19,부수이동,A,대조립(ASSEMBLY),20240430,20240528,20240528,생산2,SUA,SC00010,욱일기업,M220S,TI,YARD IN,20240531,20240531,20240510,생산2,SUA,SC00010,욱일기업,,,,20240514.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,3,20240531,1,0,STOCK,1,1,1,90
SN2631,M220P,11.700,17.500,3.600,34.000,OD,20,OD-20,부수이동,A,대조립(ASSEMBLY),20240430,20240528,20240528,생산2,SUA,SC00010,욱일기업,M220P,TI,YARD IN,20240531,20240531,20240510,생산2,SUA,SC00010,욱일기업,,,,20240514.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,3,20240531,1,0,STOCK,1,1,1,91
SN2616,E660C,10.200,17.100,5.500,35.000,OB,15,OB-15,부수이동,A,대조립(ASSEMBLY),20240513,20240520,20240521,생산1,N1,1J92500,[가상]전략생산팀(가공그룹)조립3과,E660C,O,선행의장(OUTFITTING),20240531,20240614,20240509,생산1,N1,1J92500,[가상]전략생산팀(가공그룹)조립3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,1,2,3,20240531,1,0,STOCK,1,1,1,92
SN2616,E61GP,27.800,14.000,6.900,0.000,FC,03,FC-03,부수이동,OG,MAIN 의장,20240508,20240528,20240528,생산1,FA,1J95300,전략생산팀(의장그룹)의장3과,E61GP,LD,적재(Load),20240531,20240531,20240508,생산1,FA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240508.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,3,20240531,1,0,STOCK,1,1,1,93
SN2609,B121S,21.500,12.300,3.200,88.000,3L,16,3L-16,부수이동,M,중조(MID ASSEMBLY),20240517,20240527,20240524,생산2,51A,1H47200,판넬조립부중조립과,B120S,A,대조립(ASSEMBLY),20240531,20240610,,,,,,20240528,20240527,조립,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,3,20240531,1,0,STOCK,1,1,1,94
SN2608,S11GS,42.700,20.800,8.300,0.000,8QC,02,8QC-02,부수이동,TH,PE 족장해체(PE DESTAGING),20240524,20240524,20240527,생산2,8Q,1G43200,족장부족장2과,S11GS,OU,올리기(BLOCK LIFT UP),20240531,20240531,20240527,생산2,8Q,1G43200,족장부족장2과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,1,0,STOCK,1,1,1,95
SN2608,S11GP,42.700,20.800,8.300,0.000,8QB,02,8QB-02,부수이동,TH,PE 족장해체(PE DESTAGING),20240524,20240524,20240527,생산2,8Q,1G43200,족장부족장2과,S11GP,OU,올리기(BLOCK LIFT UP),20240531,20240531,20240527,생산2,8Q,1G43200,족장부족장2과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,1,0,STOCK,1,1,1,96
SN2608,F320C,14.100,17.500,8.200,14.000,2B7,46,2B7-46,선행도장이동,TQ,도장 족장해체(PNT DESTAGING),20240528,20240528,20240530,생산3,PT4,1G43200,족장부족장2과,F320C,OU,올리기(BLOCK LIFT UP),20240531,20240531,20240530,생산3,PT4,1G43200,족장부족장2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,3,0,3,20240531,1,0,STOCK,1,1,1,97
SN2608,F310P,14.100,11.200,8.200,9.000,HB,11,HB-11,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240528,20240528,20240530,생산2,3K,1G43200,족장부족장2과,F310P,R,TURN OVER,20240531,20240531,20240530,생산2,3K,1G43200,족장부족장2과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,3,20240531,1,0,STOCK,1,1,1,98
SN2607,D31GP,51.000,13.800,8.600,0.000,3C,01,3C-01,부수이동,TH,PE 족장해체(PE DESTAGING),20240524,20240524,20240603,생산2,3C,1G43200,족장부족장2과,D31GP,E,탑재(ERECTION),20240531,20240531,20240603,생산2,3C,1G43200,족장부족장2과,,,,20240502.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,1,0,STOCK,1,1,1,99
SN2599,T310S,15.200,15.500,2.800,77.000,KB,03,KB-03,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240524,20240524,20240605,생산2,,1G43200,족장부족장2과,T310S,TK,YARD OUT,20240531,20240603,20240605,생산2,,1G43200,족장부족장2과,20240524,20240524,도장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,3,20240531,1,0,STOCK,1,1,1,100
SN2598,D73GS,24.500,18.300,6.700,0.000,3E,01,3E-01,PE착수,TH,PE 족장해체(PE DESTAGING),20240527,20240527,20240529,생산2,3E,1G43200,족장부족장2과,D73GS,E,탑재(ERECTION),20240531,20240531,20240529,생산2,3E,1G43200,족장부족장2과,,,,20240510.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,1,0,STOCK,1,1,1,101
SN2465,E610S,12.900,15.800,6.000,42.000,S1B,08,S1B-08,선행의장IN,A,대조립(ASSEMBLY),20240503,20240516,20240520,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,E610S,O,선행의장(OUTFITTING),20240531,20240617,20240508,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,2,3,20240531,1,0,STOCK,1,1,1,102
SN2661,T131S,12.500,21.400,3.500,108.000,3J,03,3J-03,부수이동,OP,내업의장,20240516,20240524,20240523,생산2,3J,1G58200,선행의장부선행의장1과,T130S,A,대조립(ASSEMBLY),20240530,20240607,20240603,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240517.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,2,20240530,1,0,STOCK,1,1,1,103
SN2661,M311S,14.500,22.500,5.200,26.000,GA,04,GA-04,조립OUT,M,중조(MID ASSEMBLY),20240508,20240520,20240522,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,M310S,A,대조립(ASSEMBLY),20240530,20240618,,,,,,,,,20240522.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,1,2,20240530,1,0,STOCK,1,1,1,104
SN2661,D42BS,16.600,5.300,1.400,17.000,PS4,01,PS4-01,부수이동,MP,선행중조,20240514,20240524,20240524,생산3,FH1,1L73200,조립부조립4과,D422S,M,중조(MID ASSEMBLY),20240530,20240611,,,,,,,,,20240524.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,2,20240530,1,0,STOCK,1,1,1,105
SN2661,D34AP,16.000,6.500,4.900,31.000,PS2,11,PS2-11,조립OUT,MP,선행중조,20240521,20240528,20240524,생산2,62A,1J46200,조립부조립2과,D341P,M,중조(MID ASSEMBLY),20240530,20240610,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,2,20240530,1,0,STOCK,1,1,1,106
SN2654,S121P,15.000,14.700,2.600,61.000,OB,08,OB-08,부수이동,C,가공(CUTTING),20240517,20240521,20240521,생산1,R2,,,S120P,C,가공(CUTTING),20240530,20240603,20240530,생산1,C2,,,,,,20240525.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,2,20240530,1,0,STOCK,1,1,1,107
SN2654,H311P,15.500,14.300,4.300,77.000,UA,02,UA-02,부수이동,M,중조(MID ASSEMBLY),20240517,20240524,20240527,생산1,N1,1J92500,[가상]전략생산팀(가공그룹)조립3과,H310P,S,소조립(SUB ASSEMBLY),20240530,20240604,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,2,20240530,1,0,STOCK,1,1,1,108
SN2638,K191C,15.100,14.300,3.200,67.000,S2,14,S2-14,선행의장IN,M,중조(MID ASSEMBLY),20240521,20240524,20240523,생산1,N2,1J92300,[가상]전략생산팀(가공그룹)조립2과,K191C,OP,내업의장,20240530,20240603,20240517,생산1,N2,1J92300,[가상]전략생산팀(가공그룹)조립2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,2,20240530,1,0,STOCK,1,1,1,109
SN2637,E21PS,25.000,13.400,5.000,0.000,2B7,03,2B7-03,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240527,20240527,20240527,생산3,PT4,1G43200,족장부족장2과,E21PS,R,TURN OVER,20240530,20240530,20240527,생산3,PT4,1G43200,족장부족장2과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,3,0,2,20240530,1,0,STOCK,1,1,1,110
SN2637,E21PP,25.000,13.400,5.000,0.000,RD38,08,RD38-08,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240527,20240527,20240524,생산2,3K,1G43200,족장부족장2과,E21PP,TK,YARD OUT,20240530,20240531,20240524,생산2,3K,1G43200,족장부족장2과,20240524,20240524,도장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,2,20240530,1,0,STOCK,1,1,1,111
SN2637,D620S,14.100,11.300,2.200,24.000,PT6,41,PT6-41,부수이동,R,TURN OVER,20240524,20240524,20240607,생산2,,,,D620S,DU,UNIT 의장,20240530,20240826,20240607,생산2,,,,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,2,20240530,1,0,STOCK,1,1,1,112
SN2637,D531S,12.000,8.200,2.800,7.000,조립,55BAY,조립-55BAY,,M,중조(MID ASSEMBLY),20240523,20240527,20240529,생산2,55A,1J46100,조립부조립1과,D530S,S,소조립(SUB ASSEMBLY),20240530,20240603,20240520,2,321,1H47100,가공부소조립과,20240528,20240528,조립,,,,,TB_EXCEL_READ_ASS_60BAY,사내,작업장,6,5,2024-05-28 17:32:54.377,False,0,1,2,20240530,1,0,STOCK,1,1,1,113
SN2634,E34GC,27.000,19.200,5.300,0.000,KB,02,KB-02,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240524,20240524,20240522,생산2,3K,1G43200,족장부족장2과,E34GC,TK,YARD OUT,20240530,20240531,20240522,생산2,3K,1G43200,족장부족장2과,20240523,20240523,도장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,2,20240530,1,0,STOCK,1,1,1,114
SN2631,M210S,10.200,19.600,3.600,55.000,OD,04,OD-04,사외IN,A,대조립(ASSEMBLY),20240423,20240523,20240523,생산2,SUA,SC00010,욱일기업,M210S,TI,YARD IN,20240530,20240530,20240507,생산2,SUA,SC00010,욱일기업,,,,20240510.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,2,20240530,1,0,STOCK,1,1,1,115
